Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Storage,Rating,Screen_Size,RAM,Source
HP,Refurbished,Intel,Windows11, 10th Gen - 850 G7,0.0,$719.31,SSD,512,0 Reviews,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, 7th Gen - 850 G5,0.0,$378.99,SSD,256,0 Reviews,15.6,16,BestBuy
Dell,Latitude,Intel,Windows11, 9th Gen - 5401,0.0,$469.31,SSD,512,0 Reviews,14,16,BestBuy
Dell,Latitude,Intel,Windows11, 8th Gen - 5490,0.0,$529.99,SSD,512,0 Reviews,14,32,BestBuy
HP,ZBook,Intel,Windows11, 10th Gen - ZBook Studio G7,0.0,$945.99,SSD,1024,0 Reviews,15.6,32,BestBuy
HP,Refurbished,Intel,Windows11, 13th Gen - 630 G10,0.0,"$1,079.00",SSD,512,0 Reviews,13.3,32,BestBuy
HP,Refurbished,Intel,Windows11, 11th Gen - 830 G8,0.0,$585.99,SSD,512,0 Reviews,13.3,16,BestBuy
HP,Refurbished,Intel,Windows11, 11th Gen - 830 G8,0.0,$755.99,SSD,1024,0 Reviews,13.3,32,BestBuy
HP,ZBook,Intel,Windows11, 9th Gen - ZBook 15 G6,0.0,"$1,094.99",SSD,2048,0 Reviews,15.6,16,BestBuy
HP,ZBook,Intel,Windows11, 10th Gen - ZBook Firefly 15 G7,0.0,$915.00,SSD,1024,0 Reviews,15.6,32,BestBuy
Dell,Latitude,Intel,Windows11, 7th Gen - 5580,0.0,$559.00,SSD,512,0 Reviews,15.6,32,BestBuy
Dell,Precision,Intel,Windows11, 8th Gen - Precision 3540,0.0,$549.99,SSD,1024,0 Reviews,15.6,32,BestBuy
Dell,Latitude,Intel,Windows11, 8th Gen - 5500,0.0,$549.99,SSD,1024,0 Reviews,15.6,32,BestBuy
Dell,Precision,Intel,Windows11, 8th Gen - Precision 7730,0.0,"$1,259.99",SSD,2048,0 Reviews,17.3,16,BestBuy
Dell,Precision,Intel,Windows11, 10th Gen - Precision 3551,0.0,$946.59,SSD,1024,0 Reviews,15.6,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 840 G6,0.0,$419.99,SSD,256,0 Reviews,14,16,BestBuy
HP,EliteBook 840 G8,Intel,Windows11, 11th Gen - 840 G8,0.0,$675.99,SSD,512,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i7 - 840 G3-32230,11.0,$445.99,SSD,500,3.7,14,16,BestBuy
HP,ZBook,Intel,Windows11, 9th Gen - ZBook 15 G6,0.0,$899.99,SSD,1024,0 Reviews,15.6,32,BestBuy
HP,ZBook,Intel,Windows11, 8th Gen - ZBook 15U G6,0.0,$867.04,SSD,1024,0 Reviews,15.6,32,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 5400,30.0,$544.99,SSD,512,4.8,14,32,BestBuy
HP,ZBook,Intel,Windows11, 8th Gen - ZBook 15U G5,0.0,$685.99,SSD,512,0 Reviews,15.6,32,BestBuy
Dell,Precision,Intel,Windows11, Core I7 - 5540.i7.32.512,1.0,$593.99,SSD,512,2,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 7490,6.0,$359.99,SSD,256,5,14,16,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 5300 2-in-1,16.0,$475.99,SSD,512,4.6,13.3,16,BestBuy
Dell,Refurbished,Intel,Windows11, 6th Gen - PRECISION 7520,7.0,$583.99,SSD,512,4.7,15.6,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 850 G6,0.0,$514.77,SSD,512,0 Reviews,15.6,16,BestBuy
Dell,Refurbished,Intel,Windows11, 9th Gen - Precision 7540,10.0,"$1,059.99",SSD,2048,4.5,15.6,32,BestBuy
Dell,Precision,Intel,Windows11, Core i7 - PRECISION 7510-32297,7.0,$591.99,SSD,512,3.6,15.6,16,BestBuy
Dell,Latitude,Intel,Windows11, I5 - 7490.i5.16.256,7.0,$291.49,SSD,256,3,14,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 850 G5,10.0,$469.99,SSD,512,4.8,15.6,16,BestBuy
Refurbished,Refurbished,Intel,Windows11,Core i5-10310 - EliteBook 840 G7,2.0,$505.99,SSD,512,4.5,14,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 640 G4,4.0,$366.99,SSD,256,4.8,14,16,BestBuy
Lenovo,Refurbished,Intel,Windows11, 6th Gen - T470,11.0,$309.99,SSD,256,4.1,14,16,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 5500,1.0,$674.99,SSD,512,4,15.6,32,BestBuy
MSI,Stealth,Intel,Windows11, 13th Gen - STEALTH1513038,0.0,"$1,399.99",SSD,512,0 Reviews,15.6,16,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 7400,19.0,$569.99,SSD,1024,4.3,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, 11th Gen - 7420,7.0,$809.99,SSD,2048,4.6,14,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G6,13.0,$484.99,SSD,512,4.8,13.3,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - ZBook Studio G5,1.0,$889.99,SSD,1024,5,15.6,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G5,24.0,$384.99,SSD,512,4.4,13.3,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G6,5.0,$529.99,SSD,512,4.8,13.3,16,BestBuy
HP,Refurbished,Intel,Windows11, Core i5 - 840 G5,0.0,$441.99,SSD,256,0 Reviews,14,16,BestBuy
Dell,Refurbished,Intel,Windows11, 9th Gen - Precision 5540,3.0,$799.99,SSD,512,3.3,15.6,32,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 7400,8.0,$659.99,SSD,2048,4.1,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, 9th Gen - Precision 3541,7.0,$617.99,SSD,512,3.4,15.6,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G6,21.0,$547.99,SSD,1024,4.2,13.3,32,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - Precision 7730,2.0,"$1,149.99",SSD,1024,3,17.3,32,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 840 G6,5.0,$532.99,SSD,1024,4.2,14,32,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 7300,1.0,$502.99,SSD,512,5,13.3,16,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 7400,1.0,$489.99,SSD,512,4,14,16,BestBuy
Lenovo,Refurbished,Intel,Windows11, 10th Gen - ThinkBook 15 IML,3.0,$636.99,SSD,512,3.3,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G6,12.0,$547.99,SSD,1024,3.8,13.3,32,BestBuy
Dell,Refurbished,Intel,Windows11, Core i5 - 7490,0.0,$379.99,SSD,512,0 Reviews,14,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G5,6.0,$456.99,SSD,512,3.7,13.3,16,BestBuy
Dell,Refurbished,Intel,Windows11, 8th Gen - 7400,3.0,$489.99,SSD,512,3.3,14,16,BestBuy
Dell,Latitude,Intel,Windows11, i5 - DL.7490.I5.8350U.16.256.W10P,0.0,$259.99,SSD,256,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,Intel,Windows11, i5 - LN.T14G3.I5.1250P.16.256.W11P,0.0,$509.99,SSD,512,0 Reviews,14,16,BestBuy
Lenovo,ThinkPad,Intel,Windows11, Core i5 - LN.T14G1.I5.10310U.16.256.W10P,0.0,$389.00,SSD,256,0 Reviews,14,16,BestBuy
Lenovo,Flex,Intel,Windows11, Core i7 - 82R80022US,0.0,$419.99,SSD,512,0 Reviews,16,8,BestBuy
HP,Pavilion,Intel,Windows11, Core i7 - HP.15TEG300.I71355U.16.512.11P,0.0,$559.99,SSD,512,0 Reviews,15.6,16,BestBuy
Lenovo,ThinkPad X1,Intel,Windows11, Core i5 - LN.X13YG2.I5.1145G7.16.256.10P,0.0,$549.99,SSD,256,0 Reviews,13.3,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 830 G5,2.0,$384.99,SSD,512,2,13.3,16,BestBuy
Acer,Chromebook,No Info,Windows11,No Info - NX.AA5AA.004,0.0,$252.99,SSD,512,0 Reviews,13.3,4,BestBuy
Dell,Refurbished,Intel,Windows11, 9th Gen - 5501,0.0,$499.99,SSD,512,0 Reviews,15.6,16,BestBuy
Dell,Refurbished,Intel,Windows11, 9th Gen - 5501,0.0,$799.99,SSD,1024,0 Reviews,15.6,32,BestBuy
HP,Refurbished,Intel,Windows11, 7th Gen - 850 G4,0.0,$378.99,SSD,256,0 Reviews,15.6,16,BestBuy
HP,Refurbished,Intel,Windows11, 8th Gen - 840 G6,0.0,$449.99,SSD,512,0 Reviews,14,16,BestBuy
Dell,Alienware x14,Intel,Windows11, Core i7 - AWX14R2-7746SLV-PUS,7.0,$999.99,SSD,512,3.9,14,16,BestBuy
MSI,Cyborg,Intel,Windows11, Core i7 - CYBORG1413018,5.0,$899.99,SSD,512,5,14,16,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 Pro chip Built for Apple - MRW13LL/A,674.0,"$1,999.00",SSD,512,4.9,16,18,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 chip Built for Apple ligence - MTL73LL/A,718.0,"$1,299.00",SSD,512,4.8,14,8,BestBuy
Apple,MacBook Air,Apple,Mac OS,M3 chip Built for Apple ligence - MXCV3LL/A,460.0,"$1,399.00",SSD,512,4.9,13-inch,16,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 chip Built for Apple ligence - MXE03LL/A,34.0,"$1,699.00",SSD,1024,4.9,14-inch,16,BestBuy
Lenovo,Flex,No Info,Windows11,No Info - 82T30012US,515.0,$328.99,eMMC,64eMMC,4.6,15.6,8,BestBuy
Apple,MacBook Air,Apple,Mac OS,M3 chip Built for Apple ligence - MRYU3LL/A,466.0,"$1,299.00",SSD,256,4.9,15-inch,8,BestBuy
HP,Envy,Intel,Windows11, Core Ultra - 14-fc0023dx,276.0,"$1,099.99",SSD,1024,4.8,14,16,BestBuy
ASUS,ROG Zephyrus,No Info,Windows11,No Info - GA605WI-G16.R94070,40.0,"$2,049.99",SSD,512,4.7,16,32,BestBuy
Lenovo,LOQ,AMD Ryzen,Windows11, 7 7435HS - 83JC0000US,40.0,$999.99,SSD,512,4.5,15.6,16,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 Pro chip Built for Apple - MRW23LL/A,326.0,"$2,399.00",SSD,512,4.8,16,16,BestBuy
Apple,MacBook Air,Apple,Mac OS,M3 chip Built for Apple ligence - MXD43LL/A,309.0,"$1,699.00",SSD,512,4.8,15-inch,16,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 Pro chip Built for Apple - MRX43LL/A,561.0,"$2,099.00",SSD,1024,4.8,14,18,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 Max chip Built for Apple - MRW33LL/A,265.0,"$2,999.00",SSD,1024,4.9,16,16,BestBuy
Apple,MacBook Air,Apple,Mac OS,M3 chip Built for Apple ligence - MRXW3LL/A,227.0,"$1,299.00",SSD,512,4.9,13-inch,8,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 chip Built for Apple ligence - MTL83LL/A,145.0,"$1,499.00",SSD,1024,4.8,14,8,BestBuy
Apple,MacBook Air,Apple,Mac OS,M2 chip - MQKW3LL/A,4354.0,"$1,099.00",SSD,256,4.9,15,8,BestBuy
Lenovo,Chromebook,No Info,Windows11,No Info - 82N40045US,13.0,$429.00,SSD,128,4.5,15,8,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 Max chip Built for Apple - MRX53LL/A,204.0,"$2,899.00",SSD,1024,4.8,14,16,BestBuy
Lenovo,LOQ,AMD Ryzen,Windows11, 5 7235HS - 83JC0001US,36.0,$799.99,SSD,512,4.6,15.6,12,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M3 Max chip Built for Apple - MUW63LL/A,155.0,"$3,499.00",SSD,1024,4.9,16,16,BestBuy
MSI,Cyborg,Intel,Windows11, i7 - Cyborg 15 A13VE-218US,1.0,$799.99,NVMe,512,5,15.6,16,BestBuy
Acer,Chromebook,Intel,Windows11, Evo Laptop - CP714-2W-56B2,213.0,$549.99,SSD,256,4.5,14,8,BestBuy
Apple,MacBook Air,Apple,Mac OS,M3 chip Built for Apple ligence - MRYV3LL/A,136.0,"$1,499.00",SSD,512,4.8,15-inch,8,BestBuy
Acer,Predator Helios,Intel,Windows11, Core i9 - PHN16-72-99PA,36.0,"$1,499.99",SSD,1024,4.2,16,16,BestBuy
HP,Chromebook,Intel,Windows11, Core i3 - 14c-cd0053dx,387.0,$548.99,SSD,256,4.6,14,8,BestBuy
HP,Envy,Intel,Windows11, Core Ultra - 14-fc0033dx,80.0,"$1,249.99",SSD,1024,4.8,14,32,BestBuy
Lenovo,Flex,Intel,Windows11, N100 with - 82XH0001US,314.0,$349.00,eMMC,64eMMC,4.6,12.2,4,BestBuy
Lenovo,Flex,Intel,Windows11, i3 - 83EK0000UX,284.0,$499.00,SSD,128,4.3,14,8,BestBuy
Apple,MacBook Air,Apple,Mac OS,M2 chip - MLY43LL/A,2434.0,"$1,199.00",SSD,512,4.9,13.6,8,BestBuy
ASUS,Chromebook,MediaTek,Windows11, Kompanio 520 - CM3001DM2A-M8186,36.0,$299.00,eMMC,64eMMC,4.4,10.5,4,BestBuy
HP,Chromebook,Intel,Windows11, Core i3 - 15a-nb0033dx,400.0,$499.00,UFS,128UFS,4.6,15.6,8,BestBuy
Apple,MacBook Air,Apple,Mac OS,M2 chip - MQKX3LL/A,1685.0,"$1,299.00",SSD,512,4.9,15,8,BestBuy
Dell,No Model,Intel,Windows11, Core i9 - G7630-9302GRY-PUS,20.0,"$1,599.99",SSD,1024,4.4,16,8,BestBuy
Apple,MacBook Air,Apple,Mac OS,M2 chip - MQTM3LL/A,632.0,"$1,699.00",SSD,1024,4.9,15,16,BestBuy
Acer,Predator Helios,Intel,Windows11, Core i9 - PHN16-72-91P6,3.0,"$1,699.99",SSD,1024,4.3,14,16,BestBuy
HP,Envy,Intel,Windows11, Core Ultra - 14-fc0013dx,108.0,$999.99,SSD,512,4.7,14,16,BestBuy
ASUS,No Model,Intel,Windows11, Core i5 - FX707ZC-ES53,5.0,$843.99,SSD,512,5,17.3,16,BestBuy
HP,Chromebook,Intel,Windows11, Processor N100 - 14b-cd0013dx,25.0,$429.00,eMMC,64eMMC,4.4,14,4,BestBuy
ASUS,Zenbook,Intel,Windows11, Core Ultra - UX8406MA-PS99T,33.0,"$1,699.99",SSD,1024,4,14,32,BestBuy
ASUS,Vivobook,Intel,Windows11, Core 7 - F1605VAP-DS74,0.0,$599.99,SSD,1024,0 Reviews,14,16,BestBuy
MSI,No Model,Intel,Windows11, Core i5 - THIN15131451,36.0,$899.99,SSD,512,4.3,15.6,16,BestBuy
Razer,Blade,Intel,Windows11, Core i9 - RZ09-05092EP9-R3U1,7.0,"$4,559.99",SSD,2048,3.9,18,16,BestBuy
ASUS,Chromebook,Intel,Windows11, Core i3 - CX5601FBA-I3128,236.0,$599.00,SSD,128,4.5,16,8,BestBuy
Acer,Chromebook,Intel,Windows11, Core Ultra - CP714-1H-54UB,22.0,$699.00,SSD,256,4.5,14,8,BestBuy
ASUS,Vivobook,AMD Ryzen,Windows11, 5 7530U - TN3604YA-DS51T,0.0,$499.99,SSD,512,0 Reviews,16,8,BestBuy
HP,Chromebook,Intel,Windows11, Celeron  - 3V2Y2UT#ABA,7.0,$234.99,eMMC,32eMMC,5,11.6,4,BestBuy
ASUS,Vivobook,Intel,Windows11, 13th Gen - TP3604VA-DS74T,0.0,$799.99,SSD,512,0 Reviews,16,16,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M2 chip - GSRF MLY33LL/A,59.0,$749.99,SSD,256,4.4,13.6,8,BestBuy
ASUS,ROG Zephyrus,AMD Ryzen,Windows11, 9 - GX650PY-XS97,6.0,"$3,760.99",SSD,2048,4,16,32,BestBuy
Alienware,No Model,Intel,Windows11, Core Ultra - AW16R2-9517SLV-PUS,2.0,"$2,699.99",SSD,1024,5,14,32,BestBuy
ASUS,ROG Strix G16,Intel,Windows11, Core i9 - G614JVR-ES96,21.0,"$1,799.99",SSD,1024,4.4,16,32,BestBuy
Razer,Blade,Intel,Windows11, Core i9 - RZ09-05092EK4-R3U1,2.0,"$4,049.99",SSD,2048,3,18,32,BestBuy
Samsung,Chromebook,Intel,Windows11, Celeron - XE520QEA-KB1US,218.0,$426.99,SSD,512,4.6,12.4,4,BestBuy
ASUS,TUF A15,AMD Ryzen,Windows11, 7 7735HS - FA507NV-EH74,0.0,"$1,034.99",SSD,1024,0 Reviews,15,16,BestBuy
ASUS,Vivobook,Intel,Windows11, Core 13th - K3704VA-DH96-S,3.0,$899.99,SSD,1024,4.7,17.3,16,BestBuy
Alienware,m18 165,Intel,Windows11, Core i9 - BBY-3380KFX,0.0,"$3,799.99",SSD,2048,0 Reviews,14,16,BestBuy
ASUS,ROG Zephyrus,AMD Ryzen,Windows11, 9 - GX650PZ-XS96,1.0,"$3,290.99",SSD,1024,5,16,32,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,Mac OS,M2 chip - GSRF MQKW3LL/A,5.0,$929.99,SSD,256,4.2,15,8,BestBuy
ASUS,TUF Gaming A17,AMD Ryzen,Windows11, 7 7735HS - FA707NU-DS74,5.0,"$1,175.99",SSD,1024,5,17.3,16,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i3 - GSRF MWTL2LL/A,111.0,$414.99,SSD,256,4.4,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Windows11,M1 chip - GSRF MYD82LL/A,116.0,$649.99,SSD,256,4.4,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Windows11,M1 chip - GSRF MYD92LL/A,31.0,$699.99,SSD,512,4,13.3,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i3 - GSRF MWTK2LL/A,111.0,$429.99,SSD,256,4.4,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M1 chip - GSRF MGND3LL/A,207.0,$609.99,SSD,256,4.4,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Windows11,M2 chip - GSRF MNEH3LL/A,8.0,$909.99,SSD,256,4.4,13.3,8,BestBuy
ASUS,Vivobook,Intel,Windows11, Core 5 - F1504VAP-ES51,1.0,$599.99,SSD,512,4,15.6,8,BestBuy
Acer,Chromebook,Intel,Windows11, Core 5 - CBG516-2H-59S4,18.0,$649.00,SSD,256,4.6,16,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M1 chip - GSRF MGN73LL/A,36.0,$659.99,SSD,512,3.9,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Windows11,M2 chip - GSRF MNEP3LL/A,8.0,$879.99,SSD,256,4.4,13.3,8,BestBuy
HP,OmniBook,No Info,Windows11,No Info - 14-fd0013dx,15.0,"$1,499.99",SSD,1024,4.8,14,32,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVFH2LL/A,84.0,$429.99,SSD,128,4.2,13.3,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVH22LL/A,34.0,$469.99,SSD,512,4.1,13.3,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVFM2LL/A,84.0,$439.99,SSD,128,4.2,13.3,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i5 - GSRF MXK32LL/A,50.0,$549.99,SSD,256,4.1,13,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVFJ2LL/A,31.0,$469.99,SSD,256,4.2,13.3,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i3 - GSRF MWTJ2LL/A,111.0,$399.99,SSD,256,4.4,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M1 chip - GSRF MGN93LL/A,207.0,$609.99,SSD,256,4.4,13.3,8,BestBuy
HP,OmniBook,No Info,Windows11,No Info - 14-fd0023dx,0.0,"$1,689.99",SSD,2048,0 Reviews,14,32,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVH52LL/A,34.0,$579.99,SSD,512,4.1,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M1 chip - GSRF MGNA3LL/A,36.0,$699.99,SSD,512,3.9,13.3,8,BestBuy
Apple,Refurbished,No Info,Mac OS,No Info - GSRF MRX33LL/A,1.0,"$1,529.99",SSD,512,5,14,18,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,Mac OS,M2 chip - GSRF MQKX3LL/A,1.0,"$1,099.99",SSD,512,5,15,8,BestBuy
HP,Chromebook,No Info,Windows11,No Info - Chromebook 11A G6,22.0,$119.99,SSD,16,5,11.6,4,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i5 - GSRF MV992LL/A,14.0,$579.99,SSD,256,4.7,13,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M2 chip - GSRF MLY43LL/A,9.0,$949.99,SSD,512,5,13.6,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i9 - GSRF MVVK2LL/A,45.0,$899.99,SSD,1024,3.9,16,16,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M2 chip - GSRF MLXY3LL/A,59.0,$819.99,SSD,256,4.4,13.6,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i5 - GSRF MUHN2LL/A,56.0,$489.99,SSD,128,4.1,13,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MRE82LL/A,58.0,$429.99,Flash Storage,128,4.3,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M2 chip - GSRF MLXX3LL/A,9.0,$899.99,SSD,512,5,13.6,8,BestBuy
Acer,Chromebook,Intel,Windows11, Celeron with - NX.AYSAA.001,0.0,$391.99,eMMC,32eMMC,0 Reviews,11.6,4,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVFN2LL/A,31.0,$539.99,SSD,256,4.2,13.3,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Pro,Apple,Windows11,M2 chip - GSRF MNEJ3LL/A,4.0,"$1,079.99",SSD,512,4.8,13.3,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i5 - GSRF MWP42LL/A,56.0,$699.99,SSD,512,4.4,13,16,BestBuy
MSI,Creator 16,Intel,Windows11, Core Ultra - C1614074,0.0,"$3,929.99",SSD,2048,0 Reviews,16,16,BestBuy
ASUS,No Model,Intel,Windows11, Core i7 - FX607JV-ES73,1.0,"$1,222.99",SSD,512,4,16,16,BestBuy
MSI,Raider,Intel,Windows11, i9 - Raider GE78HX 13VI-086US,2.0,"$3,499.99",NVMe,1024,5,17,16,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i5 - GSRF MWP72LL/A,56.0,$689.99,SSD,512,4.4,13,16,BestBuy
ASUS,TUF Gaming A17,AMD Ryzen,Windows11, 7 7735HS - FA707NV-ES74,4.0,"$1,410.99",SSD,1024,5,17.3,16,BestBuy
Razer,Blade,Intel,Windows11, Core i9 - RZ09-0509TEK3-R3U1,2.0,"$3,594.99",SSD,1024,5,18,32,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i7 - GSRF MVVJ2LL/A,75.0,$809.99,SSD,512,4.1,16,16,BestBuy
Apple,Refurbished,No Info,Mac OS,No Info - GSRF MRW23LL/A,1.0,"$2,159.99",SSD,512,1,16,16,BestBuy
MSI,CreatorPro,Intel,Windows11, Core Ultra - CPRO1614090,1.0,"$2,799.99",SSD,1024,5,16,32,BestBuy
MSI,CreatorPro,Intel,Windows11, Core Ultra - CPRO1614076,1.0,"$4,999.99",SSD,2048,5,16,16,BestBuy
ASUS,ROG Zephyrus,No Info,Windows11,No Info - GA605WI-XB96,0.0,"$2,299.99",SSD,1024,0 Reviews,16,32,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVFL2LL/A,31.0,$479.99,SSD,256,4.2,13.3,8,BestBuy
MSI,Creator 16,Intel,Windows11, Core Ultra - C1614073,2.0,"$2,899.99",SSD,1024,4,16,32,BestBuy
ASUS,Vivobook,Snapdragon,Windows11, X Elite - S5507QAD-PS96,1.0,"$1,099.99",SSD,1024,5,15.6,16,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i5 - GSRF MR9Q2LL/A,34.0,$499.99,SSD,256,4,13,8,BestBuy
ASUS,Chromebook,Intel,Windows11, Core Ultra - CX5403CMA-DB588,1.0,$663.99,SSD,128,4,14,8,BestBuy
Geek,Geek Squad Certified Refurbished MacBook Air,Apple,Windows11,M2 chip - GSRF MLY13LL/A,59.0,$839.99,SSD,256,4.4,13.6,8,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MRE92LL/A,30.0,$429.99,Flash Storage,256,3.9,13.3,8,BestBuy
ASUS,Vivobook,Intel,Windows11, Core 5 - F1605VAP-DS52,0.0,$499.99,SSD,512,0 Reviews,14,8,BestBuy
Lenovo,Refurbished,No Info,Windows11,No Info - 82N4002HUS,24.0,$159.99,eMMC,64eMMC,4.3,15.6,4,BestBuy
ASUS,No Model,AMD Ryzen,Windows11, 9 - G733PYV-XH97,4.0,"$3,681.99",SSD,2048,4.8,17.3,32,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Apple,Mac OS,M2 chip - GSRF MQKP3LL/A,5.0,$989.99,SSD,256,4.2,15,8,BestBuy
MSI,Raider,Intel,Windows11, Core i9 - RAIDERGE6813202,2.0,"$3,499.99",SSD,512,5,16,16,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Air,Intel,Mac OS, Core i5 - GSRF MVH42LL/A,34.0,$619.99,SSD,512,4.1,13.3,8,BestBuy
MSI,Stealth,Intel,Windows11, Core Ultra - STEALTH16A1026,1.0,"$4,099.99",SSD,512,4,16,16,BestBuy
Apple,Geek Squad Certified Refurbished MacBook Pro,Intel,Mac OS, Core i9 - GSRF MV912LL/A,12.0,$749.99,SSD,512,3.4,15.4,16,BestBuy
ASUS,Zenbook,Intel,Windows11, Core i9 - UX7602VI-DH99T,2.0,"$2,699.99",SSD,1024,4.5,14,32,BestBuy
Apple,MacBook Pro,Apple,Mac OS,M2 chip - MNEW3LL/A,255.0,"$2,099.00",SSD,1024,4.8,13.3,24,BestBuy
Apple,MacBook Air,Intel,Mac OS, Core i5 - MQD32LL/A Silver,146.0,$259.99,SSD,128,4,13.3,8,BestBuy
ASUS,ROG Zephyrus,No Info,Windows11,No Info - GA605WV-XB96,1.0,"$2,099.99",SSD,1024,3,16,32,BestBuy
