Laptop_Brand,Laptop_Name,Processor_Company,Operating_System,Processor,Number_of_Reviews,Price,Storage_Type,Rating,Screen_Size,RAM,Source
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,1319.0,SSD,4.0,15.6,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1249.0,SSD,4.0,15.6,32,Amazon
Lenovo,Lenovo Flex,Intel,Chrome OS,Celeron,5,249.99,SSD,4.5,11.6,4,Amazon
ASUS,ASUS Vivobook Go 15,Intel,Windows 11 S,Celeron,271,169.99,EMMC,4.5,15.6,4,Amazon
Dell,Dell Latitude 5400,Intel,Windows 10 Pro,Core i7-8665U,0,279.0,SSD,4.4,14.0,16,Amazon
Dell,Latitude 5320 Laptop,Intel,Windows 10 Pro,Intel Core i7,10,346.99,SSD,4.5,13.3,32,Amazon
Apple,MacBook Pro,Apple,Mac OS,ARM 7100,7,1549.99,SSD,4.4,14.2,32,Amazon
Lenovo,IdeaPad Gaming 3,AMD,Windows 11,Ryzen 5 5500U,3,759.99,SSD,4.5,15.6,32,Amazon
MSI,Cyborg 15 A12VF,Intel,Windows 11 Home,Core i7 Family,101,1075.0,SSD,4.4,15.6,32,Amazon
HP,17-cn2083dx,Intel,Windows 11 Pro,Intel Core i3,15,618.75,SSD,4.4,17.3,32,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5-6267U,121,379.99,SSD,4.5,13.0,16,Amazon
HP,"HP Pavilion Plus 14 inch Laptop PC,",Intel,Windows 11 Home,Core i7,61,1096.98,SSD,4.4,14.0,16,Amazon
Lenovo,IdeaPad 1 15ALC7,AMD,Windows 11 Home,Ryzen 5,5,450.0,SSD,4.4,15.6,16,Amazon
HP,HP Envy,Intel,Windows 11 Home,Core i3,42,299.99,SSD,4.4,17.3,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
TPV,AceBook,Intel,Windows 11 Pro,Core i5,13,309.99,SSD,4.5,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1348.0,SSD,4.0,15.6,64,Amazon
HP,17-cn0615ds,Intel,Windows 11 S,Celeron N4020,137,292.89,SSD,4.6,17.3,4,Amazon
Molegar,Y156N,AMD,Windows 11 Pro,AMD Ryzen 7 5700U,7,599.99,SSD,4.4,15.6,16,Amazon
jumper,EZbook S5,Intel,Windows 11,Celeron,12,409.99,SSD,4.5,14.0,12,Amazon
Apple,"2022 Apple MacBook Air M2, 24GB RAM, 1TB Storage - Midnight (Z160000B7)",Apple,macOS 12 Monterey,Unknown,2,1159.99,SSD,4.4,13.6,24,Amazon
HP,HP Laptop,Intel,Windows 11 Pro,Intel Core i5-1135G7,10,506.0,SSD,4.4,15.6,16,Amazon
Apple,MacBook Pro,Intel,Mac OS,Intel Core i5,1,449.0,SSD,3.0,13.3,16,Amazon
Lenovo,N42-20,Intel,Chrome OS,Celeron,75,82.0,SSD,4.4,14.0,4,Amazon
Lenovo,83DL,Intel,Windows 11 Pro,Others,0,789.99,SSD,4.3,16.0,16,Amazon
Lenovo,Lenovo,Intel,Windows 11 Home,Core i7,10,799.99,SSD,4.5,14.0,16,Amazon
Lenovo,15ITL6,Intel,Windows 11 Pro,Core i5 Family,23,572.69,SSD,4.4,15.6,20,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Core i7-8650U,60,272.0,SSD,4.6,13.3,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,579.99,SSD,4.4,15.6,8,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1079.0,SSD,4.0,16.0,32,Amazon
ASUS,Vivobook S 16 Flip,Intel,Windows 11 Pro,Core i9,0,1099.99,SSD,4.0,16.0,40,Amazon
ACEMAGIC,AX15,Intel,Windows 11,Intel Mobile CPU,4,899.99,SSD,4.3,15.6,16,Amazon
Lenovo,Lenovo IdeaPad Flex 5i Chromebook Plus,Intel,Chrome OS,Core i3,104,483.99,EMMC,4.4,14.0,8,Amazon
AOC,AX15,Intel,Windows 11,Intel Mobile CPU,14,359.99,SSD,4.3,15.6,16,Amazon
Lenovo,N42-20,Intel,Chrome OS,Celeron,75,82.0,SSD,4.4,14.0,4,Amazon
acer,Acer Nitro V 16 165Hz R7 RTX4060,AMD,Windows 11 Pro,Ryzen 7,1,1249.0,SSD,4.0,16.0,32,Amazon
Dell,Inspiron 15,Intel,Windows 11 Pro,Intel Core i3,3,499.0,SSD,4.4,15.6,16,Amazon
acer,2023 Newest Acer X360 Chromebook Spin,MediaTek,Chrome OS,MediaTek MT8183,26,249.0,SSD,4.5,11.6,4,Amazon
Apple,MacBook Air,Apple,macOS Ventura,Apple M2,2,1039.49,SSD,4.4,13.6,16,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Unknown,21,389.99,SSD,4.3,14.0,16,Amazon
HP,HP Laptop,Intel,Windows 11 Pro,Pentium,137,659.99,SSD,4.4,17.3,32,Amazon
HP,ProBook 450 G10,Intel,Windows 11 Pro,Core i7,0,949.95,SSD,4.3,15.6,32,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,749.0,SSD,4.3,14.0,32,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Core i7,5,1029.0,SSD,4.0,15.6,16,Amazon
HP,HP,Intel,Windows 11,Celeron,352,319.99,SSD,4.5,14.0,16,Amazon
Toughbook,CF-54 MK3,Intel,Windows 10 Pro,Core i5,12,469.0,SSD,3.7,14.0,16,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i7-8650U,442,226.73,SSD,4.5,13.3,16,Amazon
Lenovo,IdeaPad 5 2-in-1 14AHP9,AMD,Windows 11 Home,Ryzen 7,0,899.0,SSD,4.3,14.0,16,Amazon
ASUS, TP3402Z,Intel,Windows 11 Pro,Intel Core i9,0,1299.0,SSD,4.0,16.0,40,Amazon
Lenovo,Lenovo ThinkPad T14 Gen 4,Intel,Windows 11 Pro,Core i7 Family,0,1159.77,SSD,4.4,14.0,16,Amazon
ASUS,Laptop17,AMD,Windows 10 Home,Ryzen 9,201,1449.99,SSD,4.4,14.0,16,Amazon
Lenovo,ThinkPad X1 Carbon Gen 10,Intel,Windows 11 Pro,Core i5,1,899.99,SSD,4.3,14.0,16,Amazon
Microsoft,Surface Laptop 5,Intel,Windows 11 Pro,Core i7,2,1447.0,SSD,4.4,15.0,16,Amazon
ASUS,ASUS L210,Intel,Windows 10 S,Celeron N4020,436,195.0,EMMC,4.4,11.6,4,Amazon
Lenovo,ThinkPad,Intel,Windows 10 Pro,Intel Core i5,35,254.79,SSD,4.6,14.0,16,Amazon
Lenovo,IdeaPad 1 15ALC7,AMD,Windows 11 Home,Ryzen 5,5,450.0,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,1,729.0,SSD,1.0,14.0,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
ist computers,Lenovo ThinkBook 15 G4 IAP,Intel,Windows 11 Pro,Core i7,48,899.98,SSD,4.4,15.6,16,Amazon
Lenovo,"Ideapad 1 15"" - 82R400EMUS",AMD,Windows 11 Pro,AMD R Series,0,599.0,SSD,4.4,15.6,8,Amazon
Microsoft,Surface Laptop,Intel,Windows 11 Home,Intel Core i7-11700,73,1810.99,SSD,4.4,14.4,32,Amazon
Dell,Dell Inspiron,Intel,Windows 10 Pro,Core i5,26,550.0,HDD,4.4,15.6,16,Amazon
Dell,Dell Latitude,Intel,Windows 10 Pro,Core i5,14,180.0,SSD,4.4,14.0,8,Amazon
ASUS,Chromebook Flip,Intel,Chrome OS,core_m,390,368.0,EMMC,4.3,14.0,8,Amazon
acer,PH16-71-74UU,Intel,Windows 11 Home,Intel Core i7,133,1299.0,SSD,4.0,16.0,16,Amazon
HP,17-cn2083dx,Intel,Windows 11 Pro,Intel Core i3,15,618.75,SSD,4.4,17.3,32,Amazon
ASUS,Strix G18,Intel,Windows 11 Pro,Core i9,3,2569.99,SSD,4.0,18.0,64,Amazon
Dell,7400,Intel,Windows 10 Pro,Intel Core i5,18,309.0,SSD,4.5,14.0,32,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,499.99,SSD,4.4,15.6,8,Amazon
Dell,Latitude 7420,Intel,Windows 11 Pro,Core i5,0,649.99,SSD,4.4,14.0,16,Amazon
Lenovo,IdeaPad 1 14IGL7,Intel,Windows 11 Home,Celeron N,10,165.28,SSD,4.5,14.0,4,Amazon
HP,HP Laptop,Intel,Windows 11 Home,Core i5,28,663.29,SSD,4.4,17.3,32,Amazon
Dell,Dell Latitude 7490 Laptop,Intel,Windows 11 Pro,Core i7-8650U,58,383.15,SSD,4.3,14.0,32,Amazon
HP,TPN-Q245,Intel,Windows 11 Home,Core i7 Family,0,889.99,SSD,,15.6,32,Amazon
HP,TPN-I139_767L0AV,Intel,Windows 11 Pro,Core i7 Family,6,752.94,SSD,4.5,17.3,32,Amazon
HP,HP Laptop,Intel,Windows 11 Pro,Intel Core i5-1135G7,10,506.0,SSD,4.4,15.6,16,Amazon
Lenovo,Lenovo Ideapad,Intel,Windows 11 Home,Intel Core i5-1135G7,124,433.0,SSD,4.5,15.6,12,Amazon
Dell,Dell Mobile Workstation 7770,Intel,Windows 11 Pro,Core i7,1,2099.99,SSD,4.0,17.3,64,Amazon
HP,HP Laptop 15-dy2021nr,Intel,Windows 10 Home,Core i5,396,404.99,SSD,4.5,15.6,8,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
HP,Elitebook,Intel,Windows 11 Pro,Intel Core i7,5,1139.0,SSD,4.0,16.0,32,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,529.0,SSD,4.4,15.6,16,Amazon
Apple,MacBook pro,Intel,Os Catalina,Core i7,2,629.0,SSD,5.0,16.0,32,Amazon
NBVCXSD,MTL1732,Intel,Windows 11 Pro,Celeron N,7,298.99,SSD,4.4,17.3,8,Amazon
Dell,Dell G15 5530 15 165Hz i9 RTX4060,Intel,Windows 11 Pro,Core i9,0,1348.99,SSD,4.4,15.6,32,Amazon
Dell,Latitude Rugged 5420 Laptop,Intel,Windows 10 Pro,Core i5,6,579.99,SSD,4.4,14.0,32,Amazon
Dell,Latitude 7400 Laptop,Intel,Windows 10 Pro,Intel Core i5,13,188.89,SSD,4.5,14.0,16,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i7,12,670.0,SSD,4.4,13.0,32,Amazon
Apple,MacBook Pro,Intel,macOS 11 Big Sur,Intel Core i9,9,601.79,SSD,4.5,16.0,32,Amazon
ECOHERO,Gamma,Intel,Windows 11 Pro,Celeron,29,218.0,SSD,4.5,14.1,8,Amazon
acer,2023 Flagship Acer Chromebook,Intel,Chrome OS,Celeron,36,229.0,EMMC,4.5,15.6,4,Amazon
Lenovo,ThinkPad E16 Gen 1,Intel,Windows 11 Pro,Core i7,2,1149.99,SSD,4.0,16.0,40,Amazon
acer,Aspire 5,Intel,Windows 11 Home,Core i3,920,325.0,SSD,4.5,15.6,4,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,2,729.0,SSD,5.0,14.0,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,19,949.0,SSD,4.3,14.0,32,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
ASUS,B9403CVA-XVE77,Intel,Windows 11 Pro,Core i7,0,1751.6,SSD,4.4,14.0,32,Amazon
Rumtuk,HL-K710,Intel,Windows 11 Pro,Others,23,399.99,SSD,4.5,16.0,12,Amazon
ASUS,ASUS Chromebook Flip CX3,Intel,Chrome OS,Intel Core i7,35,789.99,SSD,4.5,14.0,16,Amazon
Dell,Dell Latitude 5400,Intel,Windows 10 Pro,Core i7-8665U,0,279.0,SSD,4.4,14.0,16,Amazon
EXCaliberPC,ASUS ROG Zephyrus G16 GA605,AMD,Windows 11 Pro,Ryzen 9,0,2279.0,SSD,,16.0,32,Amazon
MSI,Raider GE68HX 14VIG-285US,Intel,Windows 11 Home,Intel Core i9,4,3749.0,SSD,3.4,16.0,64,Amazon
HP,17-cn0615ds,Intel,Windows 11 S,Celeron N4020,137,292.89,SSD,4.6,17.3,4,Amazon
Apple,MacBook Pro,Intel,Mac OS,68000,41,366.12,SSD,4.5,13.3,16,Amazon
HP,HP Stream Laptop,Intel,Windows 11 Home,Celeron,161,167.99,EMMC,4.5,14.0,16,Amazon
ASUS,ASUS Vivobook 16X,AMD,Windows 11 Pro,Ryzen 7,3,799.0,SSD,4.4,15.6,40,Amazon
RIANIFEL,F15,Intel,Windows 11 Pro,Intel Core i3,5,299.0,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,849.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 10 Pro,Intel Core i5,0,699.0,SSD,4.4,14.0,32,Amazon
Lenovo,ThinkPad,AMD,Windows 11 Pro,Ryzen 5,11,799.0,SSD,4.3,16.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Apple,"2022 Apple MacBook Air M2, 24GB RAM, 1TB Storage - Midnight (Z160000B7)",Apple,macOS 12 Monterey,Unknown,2,1159.99,SSD,4.4,13.6,24,Amazon
Microsoft,1Y9-00001,Intel,Windows 10 Pro,2.8 GHz,11,547.0,SSD,4.5,12.3,16,Amazon
Lenovo,Lenovo IdeaPad 1i,Intel,Windows 11 S,Core i5-1235U,0,379.99,SSD,4.3,15.6,8,Amazon
MSI,Raider GE76 12UE,Intel,Windows 11 Pro,Intel Core i9,0,2369.0,SSD,4.0,17.3,64,Amazon
Lenovo,Lenovo V15 G2 IJL,Intel,Windows 11 Pro,Celeron N,27,319.0,SSD,4.5,15.6,8,Amazon
Lenovo,Lenovo Ideapad,Intel,Windows 11 S,Core i5,0,509.99,SSD,4.4,14.0,8,Amazon
BHWW,WH-BHWW-160BP-Silver,Intel,Windows 11 Pro,Intel Core i5,6,459.99,SSD,4.4,16.1,32,Amazon
Apple,"MacBookPro11,5",Intel,"MacOS v10.14 Mojave,macOS 10.14 Mojave",Core i7-4870HQ,308,189.0,SSD,4.3,15.4,16,Amazon
Toughbook,FZ-55 MK2,Intel,Windows 10 Pro,Intel Core i5 1145G7,4,2329.99,SSD,4.3,14.0,16,Amazon
Lenovo,G3IAP,Intel,Windows 11 Pro,Core i7 Family,0,699.0,SSD,4.4,15.6,40,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,1,149.0,EMMC,4.6,14.1,6,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
acer,Aspire,Intel,Windows 11 Pro,Core i5,0,499.99,SSD,4.4,15.6,8,Amazon
HP,1,Intel,Windows 11 Home,Pentium,186,399.0,SSD,4.3,15.6,8,Amazon
Lenovo,T480,Intel,Windows 10 Pro,Intel Core i5,48,150.0,SSD,4.5,14.0,16,Amazon
LG,LG Gram 17 Ultra 7,Intel,Windows 11 Pro,Intel Mobile CPU,2,1099.0,SSD,4.0,17.0,16,Amazon
Dell,Inspiron 3530,Intel,Windows 11,Intel Core i7,0,1199.0,SSD,4.4,15.6,64,Amazon
HP,15-DY5033DX,Intel,Windows 11 Pro,Intel Core i3,0,399.0,SSD,4.5,15.6,8,Amazon
Dell,Dell Inspiron 14 7440 2-in-1,Intel,Windows 11,Intel Mobile CPU,0,1099.0,SSD,4.4,14.0,64,Amazon
HP,15a-na2,Intel,Chrome OS,Celeron N,20,259.99,SSD,4.6,15.6,8,Amazon
HP,Essiential,Intel,Windows 11 Pro,AMD Athlon 4,7,499.0,SSD,4.4,15.6,32,Amazon
Dell,Dell Latitude 5420,Intel,Windows 11 Pro,Core i5 Family,3,799.99,SSD,4.5,14.0,16,Amazon
Apple,MacBook Pro,Intel,macOS 10.15 Catalina,Core i7,36,534.69,SSD,4.4,13.0,32,Amazon
BiTECOOL,HaloBook Plus,Intel,Windows 11 Pro,Celeron,10,249.0,SSD,4.5,15.6,16,Amazon
HP,TPN-Q287,AMD,Windows 11 Pro,Ryzen 7,21,575.1,SSD,4.4,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1499.0,SSD,4.0,15.6,64,Amazon
HP,HP Essential,Intel,Windows 11 Home,Pentium N5000,0,379.0,SSD,4.5,14.0,8,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,24,889.0,SSD,4.3,15.6,32,Amazon
Lenovo,ThinkPad,Intel,Windows 11 Pro,Intel Core i5,11,1099.0,SSD,4.0,16.0,40,Amazon
HP,TPN-C164,Intel,Windows 11 Pro,Intel Mobile CPU,0,1634.21,SSD,4.0,17.3,64,Amazon
Dell,Dell Latitude,Intel,Windows 11 Pro,Core i5 8250U,6,228.0,SSD,4.5,14.1,8,Amazon
Apple,MacBook Pro,Apple,macOS Sonoma,1,7,2099.0,SSD,4.3,16.2,36,Amazon
ECOHERO,Lambda,Intel,Windows 11 Pro,Core i3-5005U,32,349.0,SSD,4.2,15.6,16,Amazon
ASUS,UM3504D,AMD,Windows 11 Home,Ryzen 7,0,849.0,SSD,4.4,15.6,16,Amazon
Apple,MacBook Air,Intel,macOS 11 Big Sur,Intel Core i5,7,449.0,SSD,4.5,13.0,16,Amazon
Dell,Precision 3581 Workstation,Intel,Windows 11 Pro,Core i7 Family,0,1149.0,SSD,4.4,15.6,32,Amazon
Lenovo,IdeaPad 3 15ITL6,Intel,Windows 11 Home,Core i5 Family,56,488.0,SSD,4.4,15.6,20,Amazon
HP,HP 2024 Essential 17 Laptop,Intel,Windows 11 Pro,Core i3,19,551.61,SSD,4.4,17.3,32,Amazon
HP,Touchscreen,Intel,Windows 11 Home,Core i3,16,699.99,SSD,4.4,15.6,40,Amazon
Dell,I5640jkxew,Intel,Windows 11 Pro,Core i7 Family,0,1079.0,SSD,4.0,16.0,32,Amazon
HP,"HP 13.8"" Touch Laptop",Intel,Windows 11,Celeron N,14,259.99,EMMC,4.6,13.8,4,Amazon
Lenovo,ThinkBook 16 G4+ IAP,Intel,Windows 11 Pro,Intel Mobile CPU,1,1159.0,SSD,4.4,16.0,64,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,849.0,SSD,4.3,15.6,16,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,1,1319.0,SSD,4.0,15.6,64,Amazon
Lenovo,Lenovo T490s,Intel,Windows 10 Pro,Intel Core i5,12,222.82,SSD,4.5,14.0,16,Amazon
HP,TPN-Q278_599J4AV,Intel,Windows 11 Home,Core i5 Family,0,799.0,SSD,4.3,15.6,32,Amazon
HP,HP,Intel,Chrome OS,Celeron N,20,229.0,EMMC,4.5,14.0,4,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5-6267U,121,379.99,SSD,4.5,13.0,16,Amazon
Dell,Dell Latitude 7480,Intel,Windows 10 Pro,Core i5,514,186.0,SSD,4.4,14.0,16,Amazon
ASUS,X515E,Intel,Windows 11 Home,Core i5 Family,114,609.0,SSD,4.4,15.6,36,Amazon
HP,Essential 17,Intel,Windows 11,Core i7,4,1099.0,SSD,4.4,17.0,64,Amazon
Lenovo,ThinkBook 15 G4 IAP,Intel,Windows 11 Pro,Core i7 Family,1,1029.0,SSD,4.4,15.6,40,Amazon
HP,"HP 14"" Chromebook",Intel,Chrome OS,Pentium,134,159.99,SSD,4.5,14.0,4,Amazon
Dell,Dell Inspiron,Intel,Windows 10 Pro,Core i5-1035G1,56,457.0,SSD,4.4,15.6,16,Amazon
HP,TPN-I139_767K9AV,Intel,Windows 11 Home,Core i5 Family,5,795.63,SSD,4.3,17.3,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i5,6,1249.0,SSD,4.0,15.6,32,Amazon
Dell,Latitude,Intel,Windows 11 Pro,Intel Core i7,38,1407.0,SSD,4.0,15.6,64,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A13,1,119.99,EMMC,4.4,10.1,2,Amazon
SAIWAN,A1407N,Intel,Windows 10,Celeron N3350,0,149.0,EMMC,4.6,14.1,6,Amazon
Zuleisy,VB16,Intel,Windows 11,Intel Mobile CPU,2,399.99,SSD,4.5,16.0,16,Amazon
Microsoft,Surface Laptop,Intel,Windows 11 Home,Intel Core i7,26,749.0,SSD,4.5,14.4,16,Amazon
Lenovo,ThinkPad T15,Intel,Windows 11 Pro,Core i7,4,345.99,SSD,4.2,15.6,16,Amazon
Lenovo,V15 G3 ABA,Intel,Windows 11 Home,Core i5 Family,0,599.0,SSD,4.4,15.6,40,Amazon
Lenovo,V15,AMD,Windows 11 Pro,Ryzen 3,56,399.0,SSD,4.5,15.6,16,Amazon
acer,2023 Flagship Acer Spin Chromebook,MediaTek,Chrome OS,MediaTek MT8183,31,249.0,EMMC,4.5,11.6,4,Amazon
Dell,Latitude 5540 Laptop,Intel,Windows 11 Professional,Intel Core i7,0,1928.59,SSD,4.4,15.6,16,Amazon
Apple,MacBook Air,Apple,Mac OS,Apple M2,0,849.0,SSD,4.0,13.6,8,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M2 Pro,0,1869.99,SSD,4.4,16.2,16,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M2 Pro,0,1649.95,SSD,4.4,14.2,16,Amazon
Naclud,Naclud-X15,Intel,Windows 11,Celeron,44,259.99,SSD,4.6,15.6,12,Amazon
Dell,Inspiron 3000,Intel,Windows 11 Pro,Intel Core i5-1155G7,30,449.99,SSD,4.2,15.6,16,Amazon
Lenovo,Ideapad Flex 5 14Abr8,AMD,Windows 11 Pro,AMD Ryzen 7,20,429.99,SSD,4.2,14.0,16,Amazon
Apple,MacBook Air,Apple,Mac OS,M2,0,808.84,SSD,4.7,15.3,8,Amazon
Naclud,Naclud-X15,Intel,11 HOME,Celeron,2,849.99,SSD,4.4,15.6,12,Amazon
Dell,Dell Latitude,Intel,Windows 10,i5-8350U,326,188.59,SSD,4.4,13.3,8,Amazon
Dell,Dell Latitude,Intel,Windows 10,i5-8350U,326,188.59,SSD,4.4,13.3,8,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron N4020,258,298.98,SSD,4.6,14.0,4,Amazon
Naclud,Naclud-M17PRO,Intel,Windows 11,Celeron,2,499.99,SSD,5.0,17.3,8,Amazon
HP,HP Chromebook,Intel,Chrome OS,Celeron N4020,258,298.98,SSD,4.6,14.0,4,Amazon
Lenovo,Thinkpad T490,Intel,Windows 10 Pro,8550u,112,262.86,SSD,4.6,14.0,16,Amazon
acer,Chromebook,AMD,Chrome OS,A6,14,184.0,SSD,3.6,15.6,4,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M3 Pro 12C CPU - 18C GPU Chip,1,3099.0,SSD,3.4,16.0,36,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5-10500,1,449.0,SSD,3.0,13.3,16,Amazon
SAINTDISE,ANL5-N5095,Intel,DOS,N5095,10,236.99,SSD,4.5,15.6,16,Amazon
ASUS,ROG Ally,AMD,Windows 11 Home,AMD R Series,15,689.69,SSD,4.4,7.0,16,Amazon
SAINTDISE,ANL5-N5095,Intel,DOS,N5095,10,236.99,SSD,4.5,15.6,16,Amazon
HP,HP,Intel,Windows 11 Pro,Intel Core i7,2,319.9,SSD,4.5,14.0,32,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M2,0,1325.71,SSD,4.7,13.3,8,Amazon
Apple,MacBook Pro,Intel,Mac OS,Core i5-10500,1,449.0,SSD,3.0,13.3,16,Amazon
HP,250,Intel,Windows 11 Home,N4500,169,569.99,SSD,4.4,15.6,32,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
Dell,Dell Inspiron,AMD,Windows 11 Pro,Ryzen 5 7530U,0,649.0,SSD,4.4,15.6,36,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
Apple,MacBook Pro,Apple,Mac OS,Apple M1 Max,71,1729.78,SSD,4.4,16.2,32,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
SAMSUNG,NP964XGK-KG1US,Intel,Windows 11 Pro,Intel Core 7 Ultra 155H,22,1779.0,SSD,4.4,16.0,32,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
Lenovo,ThinkPad X1 Carbon Gen 12,Intel,Windows 11 Pro,Intel Core Ultra 7 165U,9,1649.99,SSD,4.4,14.0,32,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
KOOFORWAY,P8,Intel,Windows 11 Pro,Intel® Processor N-series /Alder Lake-N N100,78,469.0,SSD,4.4,8.0,12,Amazon
Lenovo,Yoga,Intel,Windows 11 Pro,155U,4,898.0,SSD,4.4,16.0,16,Amazon
ZHAOHUIXIN,PC1068,Alwinner,Android,A133,1,119.99,SSD,4.5,10.1,2,Amazon
